id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_aName,gene_b,gene_bName,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,interacting_cell,value,id,PreNonEffectiveScore,PostNonEffectiveScore,NonEffectiveRatio,NonEffectiveFoldChange,PreEffectiveScore,PostEffectiveScore,EffectiveRatio,EffectiveFoldChange,EffectiveVsNonEffectiveRatio,FoldChange(EffectiveCombineNonEffective),FoldChange,LigandCellset,ReceptorCellset
CPI-SS06A999D25,PLD2_ARF1,simple:O14939,simple:P84077,ENSG00000129219,PLD2,ENSG00000143761,ARF1,FALSE,FALSE,FALSE,guidetopharmacology.org,FALSE,0.022,DCs.Tcell_prolif,,PLD2_ARF1-DCs.Tcell_prolif,,,,,2.226,2.313,1.039083558,0.5-2,1.039083558,0.5-2,0.5-2,DCs,Tcell_prolif
CPI-SS0E23CEB91,LGALS9_HAVCR2,simple:O00182,simple:Q8TDQ0,ENSG00000168961,LGALS9,ENSG00000135077,HAVCR2,TRUE,FALSE,TRUE,curated,FALSE,0.037,DCs.Tcell_prolif,,LGALS9_HAVCR2-DCs.Tcell_prolif,,,,,0.975,1.146,1.175384615,0.5-2,1.175384615,0.5-2,0.5-2,DCs,Tcell_prolif
CPI-SS0B6F0C894,DSG2_DSC3,simple:Q14126,simple:Q14574,ENSG00000046604,DSG2,ENSG00000134762,DSC3,FALSE,FALSE,FALSE,curated,FALSE,0.012,DCs.Tumor_1,,DSG2_DSC3-DCs.Tumor_1,,,,,0.934,1.919,2.054603854,>2 or <0.5,2.054603854,>2 or <0.5,>2 or <0.5,DCs,Tumor_1
CPI-SS0B6F0C894,DSG2_DSC3,simple:Q14126,simple:Q14574,ENSG00000046604,DSG2,ENSG00000134762,DSC3,FALSE,FALSE,FALSE,curated,FALSE,0.012,DCs.Tumor_2,,DSG2_DSC3-DCs.Tumor_2,,,,,2.935,1.708,0.581942078,0.5-2,0.581942078,0.5-2,0.5-2,DCs,Tumor_2
CPI-SC047CEF2DD,CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,ENSG00000205755,CRLF2,,#N/A,TRUE,TRUE,TRUE,curated,FALSE,0.028,DCs.pDCs,,CRLF2_TSLPR-DCs.pDCs,,,,,2.008,1.456,0.725099602,0.5-2,0.725099602,0.5-2,0.5-2,DCs,pDCs
CPI-SS05CE87F88,HLA-G_LILRB1,simple:P17693,simple:Q8NHL6,ENSG00000204632,HLA-G,ENSG00000104972,LILRB1,TRUE,TRUE,TRUE,curated,FALSE,0.086,DCs.pDCs,,HLA-G_LILRB1-DCs.pDCs,,,,,0.833,0.442,0.530612245,0.5-2,0.530612245,0.5-2,0.5-2,DCs,pDCs
CPI-SS0DBA81CCF,HLA-G_LILRB2,simple:P17693,simple:Q8N423,ENSG00000204632,HLA-G,ENSG00000275463,LILRB2,FALSE,TRUE,TRUE,curated,FALSE,0.096,DCs.pDCs,,HLA-G_LILRB2-DCs.pDCs,,,,,1.087,0.757,0.696412144,0.5-2,0.696412144,0.5-2,0.5-2,DCs,pDCs
CPI-SS04F90EE0D,SELE_GLG1,simple:P16581,simple:Q92896,ENSG00000007908,SELE,ENSG00000090863,GLG1,FALSE,FALSE,FALSE,curated,FALSE,0.046,Endothelial.B_cells,,SELE_GLG1-Endothelial.B_cells,,,,,6.718,3.425,0.509824352,0.5-2,0.509824352,0.5-2,0.5-2,Endothelial,B_cells
CPI-SC06364D669,FN1_a4b1 complex,simple:P02751,complex:a4b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.142,Endothelial.B_cells,,FN1_a4b1 complex-Endothelial.B_cells,,,,,2.851,1.822,0.639074009,0.5-2,0.639074009,0.5-2,0.5-2,Endothelial,B_cells
CPI-SC03BFF1D95,COL15A1_a11b1 complex,simple:P39059,complex:a11b1 complex,ENSG00000204291,COL15A1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.009,Endothelial.CAFs,,COL15A1_a11b1 complex-Endothelial.CAFs,,,,,1.504,2.771,1.842420213,0.5-2,1.842420213,0.5-2,0.5-2,Endothelial,CAFs
CPI-SC02017BE74,COL4A2_a11b1 complex,simple:P08572,complex:a11b1 complex,ENSG00000134871,COL4A2,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.012,Endothelial.CAFs,,COL4A2_a11b1 complex-Endothelial.CAFs,,,,,2.179,5.591,2.565855897,>2 or <0.5,2.565855897,>2 or <0.5,>2 or <0.5,Endothelial,CAFs
CPI-SC0A0532ADC,COL4A1_a11b1 complex,simple:P02462,complex:a11b1 complex,ENSG00000187498,COL4A1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.012,Endothelial.CAFs,,COL4A1_a11b1 complex-Endothelial.CAFs,,,,,2.33,6.75,2.896995708,>2 or <0.5,2.896995708,>2 or <0.5,>2 or <0.5,Endothelial,CAFs
CPI-SC03ADD2063,COL18A1_a11b1 complex,simple:P39060,complex:a11b1 complex,ENSG00000182871,COL18A1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.015,Endothelial.CAFs,,COL18A1_a11b1 complex-Endothelial.CAFs,,,,,1.002,1.848,1.844311377,0.5-2,1.844311377,0.5-2,0.5-2,Endothelial,CAFs
CPI-SC0CFF5E19D,FN1_a11b1 complex,simple:P02751,complex:a11b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.015,Endothelial.CAFs,,FN1_a11b1 complex-Endothelial.CAFs,,,,,2.214,1.436,0.648599819,0.5-2,0.648599819,0.5-2,0.5-2,Endothelial,CAFs
CPI-SC0847A64D2,FN1_aVb5 complex,simple:P02751,complex:aVb5 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.015,Endothelial.CAFs,,FN1_aVb5 complex-Endothelial.CAFs,,,,,2.968,1.619,0.545485175,0.5-2,0.545485175,0.5-2,0.5-2,Endothelial,CAFs
CPI-SS042A6F835,IGF2_IGF2R,simple:P01344,simple:P11717,ENSG00000284779,IGF2,ENSG00000197081,IGF2R,TRUE,FALSE,TRUE,curated,FALSE,0.022,Endothelial.CAFs,,IGF2_IGF2R-Endothelial.CAFs,,,,,4.739,2.151,0.453893226,>2 or <0.5,0.453893226,>2 or <0.5,>2 or <0.5,Endothelial,CAFs
CPI-SS07155793F,ACKR3_CXCL12,simple:P25106,simple:P48061,ENSG00000144476,ACKR3,ENSG00000107562,CXCL12,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.025,Endothelial.CAFs,,ACKR3_CXCL12-Endothelial.CAFs,,,,,6.177,4.964,0.803626356,0.5-2,0.803626356,0.5-2,0.5-2,Endothelial,CAFs
CPI-SS0B87FE6E0,NOTCH1_JAG1,simple:P46531,simple:P78504,ENSG00000148400,NOTCH1,ENSG00000101384,JAG1,FALSE,TRUE,FALSE,curated,FALSE,0.031,Endothelial.CAFs,,NOTCH1_JAG1-Endothelial.CAFs,,,,,0.504,0.518,1.027777778,0.5-2,1.027777778,0.5-2,0.5-2,Endothelial,CAFs
CPI-SC08B2AD7C6,FN1_a5b1 complex,simple:P02751,complex:a5b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.068,Endothelial.CAFs,,FN1_a5b1 complex-Endothelial.CAFs,,,,,2.235,1.847,0.82639821,0.5-2,0.82639821,0.5-2,0.5-2,Endothelial,CAFs
CPI-SC06364D669,FN1_a4b1 complex,simple:P02751,complex:a4b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.142,Endothelial.CD4_T_cells,,FN1_a4b1 complex-Endothelial.CD4_T_cells,,,,,2.645,1.89,0.714555766,0.5-2,0.714555766,0.5-2,0.5-2,Endothelial,CD4_T_cells
CPI-SS0EFE0B07A,CXCL12_CXCR3,simple:P48061,simple:P49682,ENSG00000107562,CXCL12,ENSG00000186810,CXCR3,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,0.049,Endothelial.CD8_act_T_cells,,CXCL12_CXCR3-Endothelial.CD8_act_T_cells,,,,,2.446,2.472,1.010629599,0.5-2,1.010629599,0.5-2,0.5-2,Endothelial,CD8_act_T_cells
CPI-SS09C4FCB90,ICAM1_SPN,simple:P05362,simple:P16150,ENSG00000090339,ICAM1,ENSG00000197471,SPN,FALSE,TRUE,FALSE,curated,FALSE,0.059,Endothelial.CD8_act_T_cells,,ICAM1_SPN-Endothelial.CD8_act_T_cells,,,,,7.065,4.125,0.583864119,0.5-2,0.583864119,0.5-2,0.5-2,Endothelial,CD8_act_T_cells
CPI-SC063BC3DDE,ICAM2_aLb2 complex,simple:P13598,complex:aLb2 complex,ENSG00000108622,ICAM2,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.062,Endothelial.CD8_act_T_cells,,ICAM2_aLb2 complex-Endothelial.CD8_act_T_cells,,,,,1.45,1.182,0.815172414,0.5-2,0.815172414,0.5-2,0.5-2,Endothelial,CD8_act_T_cells
CPI-SC0F4AC5AA2,ICAM1_aLb2 complex,simple:P05362,complex:aLb2 complex,ENSG00000090339,ICAM1,,#N/A,FALSE,TRUE,FALSE,curated,TRUE,0.083,Endothelial.CD8_act_T_cells,,ICAM1_aLb2 complex-Endothelial.CD8_act_T_cells,,,,,7.14,4.1,0.574229692,0.5-2,0.574229692,0.5-2,0.5-2,Endothelial,CD8_act_T_cells
CPI-SS0E9A581F8,ICAM1_ITGAL,simple:P05362,simple:P20701,ENSG00000090339,ICAM1,ENSG00000005844,ITGAL,FALSE,TRUE,TRUE,curated,FALSE,0.083,Endothelial.CD8_act_T_cells,,ICAM1_ITGAL-Endothelial.CD8_act_T_cells,,,,,7.14,4.1,0.574229692,0.5-2,0.574229692,0.5-2,0.5-2,Endothelial,CD8_act_T_cells
CPI-SS0EFE0B07A,CXCL12_CXCR3,simple:P48061,simple:P49682,ENSG00000107562,CXCL12,ENSG00000186810,CXCR3,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,0.049,Endothelial.CD8_ex_T_cells,,CXCL12_CXCR3-Endothelial.CD8_ex_T_cells,,,,,2.461,2.314,0.940268184,0.5-2,0.940268184,0.5-2,0.5-2,Endothelial,CD8_ex_T_cells
CPI-SS0EBFE1854,EFNA1_EPHA4,simple:P20827,simple:P54764,ENSG00000169242,EFNA1,ENSG00000116106,EPHA4,TRUE,FALSE,TRUE,curated,FALSE,0.031,Endothelial.CD8_mem_T_cells,,EFNA1_EPHA4-Endothelial.CD8_mem_T_cells,,,,,1.37,1.758,1.283211679,0.5-2,1.283211679,0.5-2,0.5-2,Endothelial,CD8_mem_T_cells
CPI-SC0B4D7E0FF,FN1_a4b7 complex,simple:P02751,complex:a4b7 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.049,Endothelial.CD8_mem_T_cells,,FN1_a4b7 complex-Endothelial.CD8_mem_T_cells,,,,,2.256,1.6,0.709219858,0.5-2,0.709219858,0.5-2,0.5-2,Endothelial,CD8_mem_T_cells
CPI-SC06364D669,FN1_a4b1 complex,simple:P02751,complex:a4b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.142,Endothelial.DCs,,FN1_a4b1 complex-Endothelial.DCs,,,,,2.68,2.276,0.849253731,0.5-2,0.849253731,0.5-2,0.5-2,Endothelial,DCs
CPI-SS07155793F,ACKR3_CXCL12,simple:P25106,simple:P48061,ENSG00000144476,ACKR3,ENSG00000107562,CXCL12,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.025,Endothelial.Endothelial,,ACKR3_CXCL12-Endothelial.Endothelial,,,,,2.319,2.636,1.136696852,0.5-2,1.136696852,0.5-2,0.5-2,Endothelial,Endothelial
CPI-SS059EEFDC6,MIF_TNFRSF10D,simple:P14174,simple:Q9UBN6,ENSG00000276701,MIF,ENSG00000173530,TNFRSF10D,TRUE,FALSE,TRUE,"I2D,IntAct",FALSE,0.046,Endothelial.Endothelial,,MIF_TNFRSF10D-Endothelial.Endothelial,,,,,4.834,4.863,1.005999173,0.5-2,1.005999173,0.5-2,0.5-2,Endothelial,Endothelial
CPI-SS006C6537E,MDK_LRP1,simple:P21741,simple:Q07954,ENSG00000110492,MDK,ENSG00000123384,LRP1,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,0.04,Endothelial.Macrophages,,MDK_LRP1-Endothelial.Macrophages,,,,,0.976,1.392,1.426229508,0.5-2,1.426229508,0.5-2,0.5-2,Endothelial,Macrophages
CPI-SS0C85BC9AF,PROS1_AXL,simple:P07225,simple:P30530,ENSG00000184500,PROS1,ENSG00000167601,AXL,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,0.046,Endothelial.Macrophages,,PROS1_AXL-Endothelial.Macrophages,,,,,0.382,0.438,1.146596859,0.5-2,1.146596859,0.5-2,0.5-2,Endothelial,Macrophages
CPI-SS05CE87F88,HLA-G_LILRB1,simple:P17693,simple:Q8NHL6,ENSG00000204632,HLA-G,ENSG00000104972,LILRB1,TRUE,TRUE,TRUE,curated,FALSE,0.086,Endothelial.Macrophages,,HLA-G_LILRB1-Endothelial.Macrophages,,,,,0.753,0.612,0.812749004,0.5-2,0.812749004,0.5-2,0.5-2,Endothelial,Macrophages
CPI-SS0DBA81CCF,HLA-G_LILRB2,simple:P17693,simple:Q8N423,ENSG00000204632,HLA-G,ENSG00000275463,LILRB2,FALSE,TRUE,TRUE,curated,FALSE,0.096,Endothelial.Macrophages,,HLA-G_LILRB2-Endothelial.Macrophages,,,,,0.967,1.277,1.320579111,0.5-2,1.320579111,0.5-2,0.5-2,Endothelial,Macrophages
CPI-SC096929DB0,FN1_aVb1 complex,simple:P02751,complex:aVb1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.114,Endothelial.Macrophages,,FN1_aVb1 complex-Endothelial.Macrophages,,,,,2.418,1.999,0.826716294,0.5-2,0.826716294,0.5-2,0.5-2,Endothelial,Macrophages
CPI-SS042A6F835,IGF2_IGF2R,simple:P01344,simple:P11717,ENSG00000284779,IGF2,ENSG00000197081,IGF2R,TRUE,FALSE,TRUE,curated,FALSE,0.022,Endothelial.Melanocytes,,IGF2_IGF2R-Endothelial.Melanocytes,,,,,4.756,2.098,0.441126997,>2 or <0.5,0.441126997,>2 or <0.5,>2 or <0.5,Endothelial,Melanocytes
CPI-SC04F2478E9,FN1_a3b1 complex,simple:P02751,complex:a3b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.04,Endothelial.Melanocytes,,FN1_a3b1 complex-Endothelial.Melanocytes,,,,,2.151,1.507,0.70060437,0.5-2,0.70060437,0.5-2,0.5-2,Endothelial,Melanocytes
CPI-SC096929DB0,FN1_aVb1 complex,simple:P02751,complex:aVb1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.114,Endothelial.Melanocytes,,FN1_aVb1 complex-Endothelial.Melanocytes,,,,,2.157,1.876,0.869726472,0.5-2,0.869726472,0.5-2,0.5-2,Endothelial,Melanocytes
CPI-SS042A6F835,IGF2_IGF2R,simple:P01344,simple:P11717,ENSG00000284779,IGF2,ENSG00000197081,IGF2R,TRUE,FALSE,TRUE,curated,FALSE,0.022,Endothelial.Myofibroblasts,,IGF2_IGF2R-Endothelial.Myofibroblasts,,,,,4.815,2.154,0.447352025,>2 or <0.5,0.447352025,>2 or <0.5,>2 or <0.5,Endothelial,Myofibroblasts
CPI-SS0DEDA3567,TNFSF10_RIPK1,simple:P50591,simple:Q13546,ENSG00000121858,TNFSF10,ENSG00000137275,RIPK1,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.031,Endothelial.Myofibroblasts,,TNFSF10_RIPK1-Endothelial.Myofibroblasts,,,,,1.018,0.897,0.881139489,0.5-2,0.881139489,0.5-2,0.5-2,Endothelial,Myofibroblasts
CPI-SS08920B6FF,PODXL_SELL,simple:O00592,simple:P14151,ENSG00000128567,PODXL,ENSG00000188404,SELL,FALSE,FALSE,FALSE,curated,FALSE,0.015,Endothelial.NK_cells,,PODXL_SELL-Endothelial.NK_cells,,,,,1.955,2.901,1.483887468,0.5-2,1.483887468,0.5-2,0.5-2,Endothelial,NK_cells
CPI-SS060B82BBC,JAG1_NOTCH2,simple:P78504,simple:Q04721,ENSG00000101384,JAG1,ENSG00000134250,NOTCH2,FALSE,FALSE,TRUE,curated,FALSE,0.12,Endothelial.NK_cells,,JAG1_NOTCH2-Endothelial.NK_cells,,,,,0.736,1.381,1.876358696,0.5-2,1.876358696,0.5-2,0.5-2,Endothelial,NK_cells
CPI-SS0A3569604,IGF2_IDE,simple:P01344,simple:P14735,ENSG00000167244,IGF2,ENSG00000119912,IDE,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,0.012,Endothelial.Plasma_cells,,IGF2_IDE-Endothelial.Plasma_cells,,,,,4.728,1.982,0.419204738,>2 or <0.5,0.419204738,>2 or <0.5,>2 or <0.5,Endothelial,Plasma_cells
CPI-SC0B4D7E0FF,FN1_a4b7 complex,simple:P02751,complex:a4b7 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.049,Endothelial.Plasma_cells,,FN1_a4b7 complex-Endothelial.Plasma_cells,,,,,2.262,1.809,0.799734748,0.5-2,0.799734748,0.5-2,0.5-2,Endothelial,Plasma_cells
CPI-SC0F4AC5AA2,ICAM1_aLb2 complex,simple:P05362,complex:aLb2 complex,ENSG00000090339,ICAM1,,#N/A,FALSE,TRUE,FALSE,curated,TRUE,0.083,Endothelial.Plasma_cells,,ICAM1_aLb2 complex-Endothelial.Plasma_cells,,,,,6.78,3.783,0.557964602,0.5-2,0.557964602,0.5-2,0.5-2,Endothelial,Plasma_cells
CPI-SS0E9A581F8,ICAM1_ITGAL,simple:P05362,simple:P20701,ENSG00000090339,ICAM1,ENSG00000005844,ITGAL,FALSE,TRUE,TRUE,curated,FALSE,0.083,Endothelial.Plasma_cells,,ICAM1_ITGAL-Endothelial.Plasma_cells,,,,,6.78,3.783,0.557964602,0.5-2,0.557964602,0.5-2,0.5-2,Endothelial,Plasma_cells
CPI-SS042A6F835,IGF2_IGF2R,simple:P01344,simple:P11717,ENSG00000284779,IGF2,ENSG00000197081,IGF2R,TRUE,FALSE,TRUE,curated,FALSE,0.022,Endothelial.Tcell_prolif,,IGF2_IGF2R-Endothelial.Tcell_prolif,,,,,4.622,2.016,0.436174816,>2 or <0.5,0.436174816,>2 or <0.5,>2 or <0.5,Endothelial,Tcell_prolif
CPI-SS0049FD74F,TNFRSF10B_FASLG,simple:O14763,simple:P48023,ENSG00000120889,TNFRSF10B,ENSG00000117560,FASLG,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.04,Endothelial.Tcell_prolif,,TNFRSF10B_FASLG-Endothelial.Tcell_prolif,,,,,1.07,1.09,1.018691589,0.5-2,1.018691589,0.5-2,0.5-2,Endothelial,Tcell_prolif
CPI-SC0B4D7E0FF,FN1_a4b7 complex,simple:P02751,complex:a4b7 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.049,Endothelial.Tcell_prolif,,FN1_a4b7 complex-Endothelial.Tcell_prolif,,,,,2.137,1.583,0.740758072,0.5-2,0.740758072,0.5-2,0.5-2,Endothelial,Tcell_prolif
CPI-SS0A4F27388,TNFRSF1A_FASLG,simple:P19438,simple:P48023,ENSG00000067182,TNFRSF1A,ENSG00000117560,FASLG,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.099,Endothelial.Tcell_prolif,,TNFRSF1A_FASLG-Endothelial.Tcell_prolif,,,,,1.002,1.157,1.154690619,0.5-2,1.154690619,0.5-2,0.5-2,Endothelial,Tcell_prolif
CPI-SS0EFE0B07A,CXCL12_CXCR3,simple:P48061,simple:P49682,ENSG00000107562,CXCL12,ENSG00000186810,CXCR3,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,0.049,Endothelial.Tregs,,CXCL12_CXCR3-Endothelial.Tregs,,,,,2.177,2.237,1.027560864,0.5-2,1.027560864,0.5-2,0.5-2,Endothelial,Tregs
CPI-SS0579FA162,IGF2_IGF1R,simple:P01344,simple:P08069,ENSG00000167244,IGF2,ENSG00000140443,IGF1R,TRUE,FALSE,TRUE,curated,FALSE,0.006,Endothelial.Tumor_1,,IGF2_IGF1R-Endothelial.Tumor_1,,,,,5.002,2.146,0.429028389,>2 or <0.5,0.429028389,>2 or <0.5,>2 or <0.5,Endothelial,Tumor_1
CPI-SC04F2478E9,FN1_a3b1 complex,simple:P02751,complex:a3b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.04,Endothelial.Tumor_1,,FN1_a3b1 complex-Endothelial.Tumor_1,,,,,2.15,1.491,0.693488372,0.5-2,0.693488372,0.5-2,0.5-2,Endothelial,Tumor_1
CPI-SS0B99F22A2,JAG1_NOTCH3,simple:P78504,simple:Q9UM47,ENSG00000101384,JAG1,ENSG00000074181,NOTCH3,FALSE,FALSE,TRUE,curated,FALSE,0.059,Endothelial.Tumor_1,,JAG1_NOTCH3-Endothelial.Tumor_1,,,,,0.483,1.259,2.606625259,>2 or <0.5,2.606625259,>2 or <0.5,>2 or <0.5,Endothelial,Tumor_1
CPI-SC08B2AD7C6,FN1_a5b1 complex,simple:P02751,complex:a5b1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.068,Endothelial.Tumor_1,,FN1_a5b1 complex-Endothelial.Tumor_1,,,,,2.152,1.796,0.834572491,0.5-2,0.834572491,0.5-2,0.5-2,Endothelial,Tumor_1
CPI-SC0EEF3A379,LAMC1_a6b1 complex,simple:P11047,complex:a6b1 complex,ENSG00000135862,LAMC1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.068,Endothelial.Tumor_1,,LAMC1_a6b1 complex-Endothelial.Tumor_1,,,,,0.52,0.92,1.769230769,0.5-2,1.769230769,0.5-2,0.5-2,Endothelial,Tumor_1
CPI-SS0D4C221B8,ICAM1_AREG,simple:P05362,simple:P15514,ENSG00000090339,ICAM1,ENSG00000109321,AREG,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.142,Endothelial.Tumor_1,,ICAM1_AREG-Endothelial.Tumor_1,,,,,8.269,4.049,0.489660177,>2 or <0.5,0.489660177,>2 or <0.5,>2 or <0.5,Endothelial,Tumor_1
CPI-SS042A6F835,IGF2_IGF2R,simple:P01344,simple:P11717,ENSG00000284779,IGF2,ENSG00000197081,IGF2R,TRUE,FALSE,TRUE,curated,FALSE,0.022,Endothelial.Tumor_2,,IGF2_IGF2R-Endothelial.Tumor_2,,,,,4.707,2.096,0.445294243,>2 or <0.5,0.445294243,>2 or <0.5,>2 or <0.5,Endothelial,Tumor_2
CPI-SC096929DB0,FN1_aVb1 complex,simple:P02751,complex:aVb1 complex,ENSG00000115414,FN1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.114,Endothelial.Tumor_2,,FN1_aVb1 complex-Endothelial.Tumor_2,,,,,2.414,1.52,0.629660315,0.5-2,0.629660315,0.5-2,0.5-2,Endothelial,Tumor_2
CPI-SS042A6F835,IGF2_IGF2R,simple:P01344,simple:P11717,ENSG00000284779,IGF2,ENSG00000197081,IGF2R,TRUE,FALSE,TRUE,curated,FALSE,0.022,Endothelial.pDCs,,IGF2_IGF2R-Endothelial.pDCs,,,,,5.42,2.413,0.445202952,>2 or <0.5,0.445202952,>2 or <0.5,>2 or <0.5,Endothelial,pDCs
CPI-SC070D5A96F,JAM2_a4b1 complex,simple:P57087,complex:a4b1 complex,ENSG00000154721,JAM2,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.049,Endothelial.pDCs,,JAM2_a4b1 complex-Endothelial.pDCs,,,,,0.975,0.788,0.808205128,0.5-2,0.808205128,0.5-2,0.5-2,Endothelial,pDCs
CPI-SS05CE87F88,HLA-G_LILRB1,simple:P17693,simple:Q8NHL6,ENSG00000204632,HLA-G,ENSG00000104972,LILRB1,TRUE,TRUE,TRUE,curated,FALSE,0.086,Endothelial.pDCs,,HLA-G_LILRB1-Endothelial.pDCs,,,,,0.669,0.501,0.748878924,0.5-2,0.748878924,0.5-2,0.5-2,Endothelial,pDCs
CPI-SS0DBA81CCF,HLA-G_LILRB2,simple:P17693,simple:Q8N423,ENSG00000204632,HLA-G,ENSG00000275463,LILRB2,FALSE,TRUE,TRUE,curated,FALSE,0.096,Endothelial.pDCs,,HLA-G_LILRB2-Endothelial.pDCs,,,,,0.923,0.816,0.884073673,0.5-2,0.884073673,0.5-2,0.5-2,Endothelial,pDCs
CPI-SS06CBC985C,LTBR_LTB,simple:P36941,simple:Q06643,ENSG00000111321,LTBR,ENSG00000231314,LTB,FALSE,TRUE,FALSE,curated,FALSE,0.099,Macrophages.B_cells,,LTBR_LTB-Macrophages.B_cells,,,,,3.663,2.674,0.73000273,0.5-2,0.73000273,0.5-2,0.5-2,Macrophages,B_cells
CPI-SS0B01CF3AB,CSF1R_CSF1,simple:P07333,simple:P09603,ENSG00000182578,CSF1R,ENSG00000184371,CSF1,TRUE,TRUE,FALSE,curated,FALSE,0.006,Macrophages.CAFs,,CSF1R_CSF1-Macrophages.CAFs,,,,,0.664,0.333,0.501506024,0.5-2,0.501506024,0.5-2,0.5-2,Macrophages,CAFs
CPI-SS0D0252D87,AXL_IL15RA,simple:P30530,simple:Q13261,ENSG00000167601,AXL,ENSG00000134470,IL15RA,TRUE,TRUE,TRUE,I2D,FALSE,0.019,Macrophages.CAFs,,AXL_IL15RA-Macrophages.CAFs,,,,,0.349,0.467,1.338108883,0.5-2,1.338108883,0.5-2,0.5-2,Macrophages,CAFs
CPI-SS03A4F7DC8,AXL_GAS6,simple:P30530,simple:Q14393,ENSG00000167601,AXL,ENSG00000183087,GAS6,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.065,Macrophages.CAFs,,AXL_GAS6-Macrophages.CAFs,,,,,0.824,1.458,1.769417476,0.5-2,1.769417476,0.5-2,0.5-2,Macrophages,CAFs
CPI-SS052B38F1C,CCL22_CCR4,simple:O00626,simple:P51679,ENSG00000102962,CCL22,ENSG00000183813,CCR4,TRUE,FALSE,TRUE,curated,FALSE,0.012,Macrophages.CD4_T_cells,,CCL22_CCR4-Macrophages.CD4_T_cells,,,,,1.198,2.289,1.910684474,0.5-2,1.910684474,0.5-2,0.5-2,Macrophages,CD4_T_cells
CPI-SS06CBC985C,LTBR_LTB,simple:P36941,simple:Q06643,ENSG00000111321,LTBR,ENSG00000231314,LTB,FALSE,TRUE,FALSE,curated,FALSE,0.099,Macrophages.CD4_T_cells,,LTBR_LTB-Macrophages.CD4_T_cells,,,,,3.083,3.366,1.091793707,0.5-2,1.091793707,0.5-2,0.5-2,Macrophages,CD4_T_cells
CPI-SS02A0FF87F,FAM3C_CLEC2D,simple:Q92520,simple:Q9UHP7,ENSG00000196937,FAM3C,ENSG00000069493,CLEC2D,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,0.111,Macrophages.CD4_T_cells,,FAM3C_CLEC2D-Macrophages.CD4_T_cells,,,,,2.023,2.594,1.282254078,0.5-2,1.282254078,0.5-2,0.5-2,Macrophages,CD4_T_cells
CPI-SS0703338F5,LGALS9_CD44,simple:O00182,simple:P16070,ENSG00000168961,LGALS9,ENSG00000026508,CD44,TRUE,FALSE,TRUE,InnateDB,FALSE,0.037,Macrophages.CD8_act_T_cells,,LGALS9_CD44-Macrophages.CD8_act_T_cells,,,,,4.119,4.182,1.015294975,0.5-2,1.015294975,0.5-2,0.5-2,Macrophages,CD8_act_T_cells
